portfolio_id,customer_id,mandate,risk_profile,account_type,benchmark,currency,inception_date,adviser_id,province,reg28_regulated,fee_bps,market_value_zar
PF01840,CUST182091,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2025-07-09,ADV004,Eastern Cape,1,70,5208104.5
PF01841,CUST430370,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2016-01-14,ADV008,North West,1,120,10490744.85
PF01842,CUST016213,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2018-07-12,ADV016,Mpumalanga,1,110,4205899.7
PF01843,CUST275681,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2019-04-02,ADV028,Gauteng,1,100,27525283.03
PF01844,CUST286599,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2022-09-29,ADV005,KwaZulu-Natal,1,70,82882652.16
PF01845,CUST162106,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2020-06-19,ADV018,Western Cape,1,110,11793104.84
PF01846,CUST094700,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2019-04-03,ADV020,Gauteng,1,110,8693632.48
PF01847,CUST436655,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2023-06-15,ADV012,Western Cape,1,110,2003210.46
PF01848,CUST413883,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2016-12-16,ADV007,Western Cape,0,100,14292522.69
PF01849,CUST065174,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2025-10-06,ADV006,Gauteng,1,110,5243113.18
PF01850,CUST273662,Conservative Income,Conservative,Endowment,ALBI,ZAR,2021-12-25,ADV003,KwaZulu-Natal,1,70,12381541.93
PF01851,CUST434774,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2024-12-23,ADV026,Gauteng,1,95,379101.42
PF01852,CUST359638,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2020-07-28,ADV010,Gauteng,1,70,2845903.92
PF01853,CUST005047,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2024-09-25,ADV011,Western Cape,1,120,3126663.48
PF01854,CUST385923,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2019-01-30,ADV023,Free State,1,105,3279211.93
PF01855,CUST182537,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2016-05-02,ADV005,Western Cape,1,120,12004411.36
PF01856,CUST155206,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2023-09-30,ADV013,Eastern Cape,1,100,10030609.54
PF01857,CUST023846,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2022-05-25,ADV001,Mpumalanga,0,105,52703904.96
PF01858,CUST375872,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2018-09-11,ADV010,Western Cape,1,95,2700034.11
PF01859,CUST123037,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2021-06-14,ADV017,Free State,1,95,1385873.54
PF01860,CUST097192,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2023-12-23,ADV001,Eastern Cape,1,35,30540080.13
PF01861,CUST170157,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2017-01-11,ADV009,Gauteng,1,95,30692741.69
PF01862,CUST159774,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2022-08-23,ADV009,Gauteng,1,70,27549427.28
PF01863,CUST135233,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2023-12-31,ADV007,Western Cape,1,95,14644234.44
PF01864,CUST404598,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2020-09-21,ADV017,North West,0,105,2055421.83
PF01865,CUST218604,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2016-09-18,ADV023,Free State,1,100,7054951.5
PF01866,CUST184181,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2022-03-20,ADV025,Limpopo,1,100,84383109.59
PF01867,CUST378652,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2024-08-25,ADV015,Limpopo,0,105,1944573.88
PF01868,CUST443048,Money Market,Conservative,Discretionary,STeFI,ZAR,2024-09-21,ADV013,Gauteng,0,35,20154164.64
PF01869,CUST210120,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2017-12-06,ADV002,Gauteng,1,100,2012185.62
PF01870,CUST157960,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2021-07-04,ADV015,Western Cape,1,70,1132091.78
PF01871,CUST278510,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2015-11-06,ADV004,Eastern Cape,1,110,4603924.17
PF01872,CUST069372,Money Market,Conservative,Discretionary,STeFI,ZAR,2020-01-14,ADV022,Western Cape,0,35,15210640.64
PF01873,CUST412924,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2018-11-14,ADV018,Free State,1,105,6576547.47
PF01874,CUST213309,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2016-10-22,ADV006,Gauteng,1,110,1657661.07
PF01875,CUST494160,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2019-08-01,ADV004,KwaZulu-Natal,1,35,33918880.8
PF01876,CUST249048,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2024-09-21,ADV027,Gauteng,1,120,4516947.97
PF01877,CUST467208,Money Market,Conservative,Endowment,STeFI,ZAR,2024-05-05,ADV019,Gauteng,0,35,23099912.09
PF01878,CUST033585,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2023-02-18,ADV007,Western Cape,1,110,8906619.92
PF01879,CUST336247,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2020-02-25,ADV023,Mpumalanga,1,120,2989947.44
PF01880,CUST438048,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2019-10-04,ADV021,Western Cape,1,35,5672647.18
PF01881,CUST315228,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2020-10-09,ADV012,Gauteng,0,105,7824810.05
PF01882,CUST407038,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2015-10-15,ADV027,Limpopo,1,70,12898791.54
PF01883,CUST071315,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2024-12-21,ADV007,Gauteng,1,70,62252985.58
PF01884,CUST411110,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2026-01-05,ADV001,Gauteng,1,105,1107891.75
PF01885,CUST235382,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2023-04-11,ADV010,KwaZulu-Natal,1,100,229664649.57
PF01886,CUST326832,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-02-11,ADV021,Mpumalanga,0,35,9757581.56
PF01887,CUST049992,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2016-08-25,ADV013,Eastern Cape,1,100,10571532.2
PF01888,CUST350391,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2015-03-28,ADV010,Gauteng,1,95,40296387.87
PF01889,CUST337078,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2023-01-23,ADV016,Eastern Cape,1,95,3797114.05
PF01890,CUST254618,Money Market,Conservative,Pension Fund,STeFI,ZAR,2019-04-29,ADV026,Free State,1,35,26296814.4
PF01891,CUST235185,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2022-02-14,ADV002,Eastern Cape,1,95,8892127.59
PF01892,CUST237686,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2019-06-18,ADV019,Gauteng,1,110,32720136.59
PF01893,CUST211236,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-12-27,ADV006,KwaZulu-Natal,1,120,3282958.22
PF01894,CUST363805,Money Market,Conservative,Pension Fund,STeFI,ZAR,2021-11-29,ADV018,Gauteng,1,35,1804525.79
PF01895,CUST212561,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2024-03-12,ADV013,Free State,1,95,4736175.64
PF01896,CUST262610,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2015-10-23,ADV007,Western Cape,1,120,37082626.82
PF01897,CUST164430,Property Focus,Moderate,Discretionary,SAPY,ZAR,2021-04-19,ADV016,Gauteng,0,100,23459549.93
PF01898,CUST332881,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2025-03-29,ADV013,Gauteng,1,70,20746368.61
PF01899,CUST274138,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2017-11-17,ADV009,Gauteng,1,70,1282992.54
PF01900,CUST257816,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2022-12-22,ADV007,Western Cape,1,120,7033837.32
PF01901,CUST191031,Conservative Income,Conservative,Endowment,ALBI,ZAR,2022-10-12,ADV026,KwaZulu-Natal,1,70,752494.98
PF01902,CUST195962,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2019-09-07,ADV023,Western Cape,1,95,15481115.58
PF01903,CUST110226,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2023-01-16,ADV022,Western Cape,1,120,2922127.66
PF01904,CUST186541,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2017-02-03,ADV006,Western Cape,1,70,24554362.55
PF01905,CUST399360,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2021-03-04,ADV005,North West,1,70,299928382.56
PF01906,CUST393797,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2024-10-01,ADV027,KwaZulu-Natal,1,120,37241590.27
PF01907,CUST379705,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2020-10-02,ADV002,KwaZulu-Natal,1,120,5425713.47
PF01908,CUST098564,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2024-09-02,ADV025,Gauteng,1,100,5628087.38
PF01909,CUST172880,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2021-12-23,ADV011,KwaZulu-Natal,1,120,8065431.65
PF01910,CUST190951,Money Market,Conservative,Living Annuity,STeFI,ZAR,2021-07-02,ADV002,Mpumalanga,0,35,6037680.76
PF01911,CUST111467,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2017-01-19,ADV028,KwaZulu-Natal,1,35,33067050.54
PF01912,CUST125460,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2019-03-05,ADV003,Western Cape,1,95,15524198.42
PF01913,CUST146920,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2024-01-02,ADV002,Western Cape,0,35,36034021.71
PF01914,CUST007659,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2016-11-05,ADV008,Gauteng,1,110,11127847.46
PF01915,CUST315550,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2022-01-01,ADV002,KwaZulu-Natal,1,95,55198558.55
PF01916,CUST402957,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2024-02-19,ADV002,Eastern Cape,1,120,12405392.49
PF01917,CUST240295,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2023-01-19,ADV001,Western Cape,1,110,1631334.43
PF01918,CUST004620,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2018-12-16,ADV002,Western Cape,1,95,18233797.47
PF01919,CUST172631,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2016-06-15,ADV021,Limpopo,1,110,1605553.97
PF01920,CUST325515,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2015-09-29,ADV025,Eastern Cape,1,120,2336113.15
PF01921,CUST063839,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-02-07,ADV008,Free State,0,35,9539978.62
PF01922,CUST192696,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2015-09-02,ADV002,Western Cape,1,110,2024734.99
PF01923,CUST133851,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2024-07-26,ADV014,Gauteng,1,110,1491856.76
PF01924,CUST400009,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2022-09-28,ADV012,North West,1,120,1017382.63
PF01925,CUST017338,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2019-01-15,ADV012,Gauteng,1,35,7291163.89
PF01926,CUST232920,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2018-07-22,ADV020,Gauteng,1,120,1414205.27
PF01927,CUST229153,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2022-09-22,ADV024,Western Cape,1,95,19185439.83
PF01928,CUST404183,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2018-08-12,ADV025,Limpopo,1,120,8800752.47
PF01929,CUST143011,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2017-11-27,ADV028,Gauteng,1,105,24689862.53
PF01930,CUST345317,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2019-02-19,ADV001,Western Cape,1,95,5969704.01
PF01931,CUST435271,Property Focus,Moderate,Discretionary,SAPY,ZAR,2021-09-27,ADV015,Gauteng,0,100,109078742.0
PF01932,CUST362975,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2022-04-15,ADV014,Free State,0,105,46664938.65
PF01933,CUST328419,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2018-01-05,ADV005,Western Cape,1,95,4228667.38
PF01934,CUST114114,Property Focus,Moderate,Discretionary,SAPY,ZAR,2016-01-05,ADV002,Western Cape,0,100,2685656.47
PF01935,CUST319687,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2017-03-24,ADV027,North West,1,100,5540626.25
PF01936,CUST156018,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2016-04-10,ADV015,Western Cape,1,120,2900846.54
PF01937,CUST032079,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2015-12-25,ADV008,Mpumalanga,0,105,22527944.57
PF01938,CUST404614,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2023-04-22,ADV016,North West,1,110,3585548.35
PF01939,CUST370968,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2018-03-12,ADV012,KwaZulu-Natal,0,105,9870542.77
PF01940,CUST496920,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2018-06-17,ADV009,KwaZulu-Natal,1,110,3781883.69
PF01941,CUST216514,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2024-12-02,ADV026,Western Cape,1,110,27612398.55
PF01942,CUST046337,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2021-02-03,ADV005,Gauteng,1,105,177438397.19
PF01943,CUST103038,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2025-09-02,ADV014,Gauteng,1,120,91557375.46
PF01944,CUST045592,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2020-06-30,ADV015,KwaZulu-Natal,1,95,33715725.14
PF01945,CUST352217,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2023-03-31,ADV027,Western Cape,1,120,48449466.49
PF01946,CUST112234,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2022-08-29,ADV020,Western Cape,1,110,3576533.24
PF01947,CUST264284,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2021-08-25,ADV001,KwaZulu-Natal,1,95,59918105.9
PF01948,CUST041191,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2019-10-08,ADV013,Gauteng,1,95,3058894.93
PF01949,CUST459207,Money Market,Conservative,Pension Fund,STeFI,ZAR,2025-09-23,ADV006,Gauteng,1,35,10672136.89
PF01950,CUST023228,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2025-08-01,ADV007,Mpumalanga,1,105,26441592.43
PF01951,CUST223779,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2019-10-17,ADV020,Western Cape,1,120,388958.95
PF01952,CUST134935,Money Market,Conservative,Pension Fund,STeFI,ZAR,2016-02-24,ADV007,Gauteng,1,35,5683571.78
PF01953,CUST203188,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2016-05-15,ADV021,Western Cape,1,70,15784911.87
PF01954,CUST287502,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2020-04-05,ADV020,Gauteng,1,95,1725800.25
PF01955,CUST461931,Property Focus,Moderate,Discretionary,SAPY,ZAR,2015-07-31,ADV008,Gauteng,0,100,3423562.83
PF01956,CUST144711,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2025-06-28,ADV019,Gauteng,1,70,11290458.2
PF01957,CUST206646,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2021-08-24,ADV016,Gauteng,1,95,458818.58
PF01958,CUST477047,Property Focus,Moderate,Discretionary,SAPY,ZAR,2017-02-05,ADV011,Gauteng,0,100,5379747.86
PF01959,CUST304561,Absolute Return,Moderate,Endowment,STeFI + 4%,ZAR,2019-04-07,ADV003,Mpumalanga,1,110,1987912.05
PF01960,CUST226420,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2018-08-03,ADV009,KwaZulu-Natal,0,105,114892974.25
PF01961,CUST044489,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2015-10-10,ADV009,Western Cape,1,95,6591910.78
PF01962,CUST054836,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2020-05-09,ADV025,Gauteng,1,110,20158468.16
PF01963,CUST267779,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2024-06-22,ADV015,Eastern Cape,1,70,14840184.46
PF01964,CUST388240,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-11-22,ADV016,KwaZulu-Natal,1,120,23249768.15
PF01965,CUST049393,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2017-09-08,ADV007,Mpumalanga,1,70,1503434.38
PF01966,CUST254128,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2017-04-26,ADV023,Free State,1,95,40264946.64
PF01967,CUST246288,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2018-10-30,ADV015,Limpopo,0,105,34456921.49
PF01968,CUST296257,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2022-09-05,ADV018,KwaZulu-Natal,1,120,6360584.71
PF01969,CUST000401,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2015-08-15,ADV024,KwaZulu-Natal,1,70,3679438.92
PF01970,CUST133877,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2023-07-15,ADV028,Western Cape,0,105,7600387.34
PF01971,CUST359063,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2015-10-09,ADV018,KwaZulu-Natal,1,120,14902662.6
PF01972,CUST070431,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2025-10-03,ADV015,Eastern Cape,0,100,1288569.9
PF01973,CUST276744,Property Focus,Moderate,Discretionary,SAPY,ZAR,2024-10-11,ADV018,Western Cape,0,100,3208128.72
PF01974,CUST040648,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2021-07-10,ADV009,Eastern Cape,1,110,589402.28
PF01975,CUST089457,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2015-09-07,ADV004,Western Cape,1,70,37688140.72
PF01976,CUST054747,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2020-10-05,ADV018,Gauteng,1,95,916181.56
PF01977,CUST452468,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2023-12-02,ADV017,KwaZulu-Natal,1,120,16877360.21
PF01978,CUST218037,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2025-10-23,ADV016,KwaZulu-Natal,1,120,1918809.05
PF01979,CUST094732,Property Focus,Moderate,Discretionary,SAPY,ZAR,2024-08-04,ADV007,Gauteng,0,100,9019286.48
PF01980,CUST040518,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2025-02-27,ADV024,KwaZulu-Natal,1,100,332224.62
PF01981,CUST256697,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2020-10-09,ADV006,Gauteng,1,35,43231962.19
PF01982,CUST109882,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2019-06-05,ADV012,Gauteng,1,70,13977158.85
PF01983,CUST093830,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2017-03-22,ADV026,Western Cape,1,70,61339548.33
PF01984,CUST304791,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2025-08-02,ADV001,Western Cape,1,110,1064505.3
PF01985,CUST398252,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2021-01-18,ADV015,Mpumalanga,1,70,370075.02
PF01986,CUST423575,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2017-07-25,ADV002,Mpumalanga,1,100,14040513.31
PF01987,CUST377867,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2021-05-05,ADV027,Eastern Cape,0,105,10919272.43
PF01988,CUST058629,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2016-02-14,ADV023,KwaZulu-Natal,1,120,1982334.09
PF01989,CUST363372,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2016-01-11,ADV012,Gauteng,1,110,795406.33
PF01990,CUST274194,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2020-09-18,ADV025,Gauteng,1,95,24754370.09
PF01991,CUST440254,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2020-04-26,ADV028,Gauteng,1,95,25822404.49
PF01992,CUST075358,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2016-12-27,ADV022,Gauteng,1,95,13491618.73
PF01993,CUST068879,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2024-07-24,ADV008,Western Cape,1,120,568981.17
PF01994,CUST104950,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2025-07-15,ADV006,KwaZulu-Natal,0,100,42744365.16
PF01995,CUST292699,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2024-03-10,ADV017,Free State,1,110,1695816.08
PF01996,CUST324898,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2023-11-20,ADV006,Free State,1,95,6767263.82
PF01997,CUST072269,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2022-07-23,ADV007,KwaZulu-Natal,1,120,10410185.6
PF01998,CUST263488,Money Market,Conservative,Discretionary,STeFI,ZAR,2015-12-29,ADV014,Western Cape,0,35,14265494.99
PF01999,CUST096888,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2025-05-17,ADV011,Gauteng,0,100,34963493.37
PF02000,CUST095366,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2019-02-02,ADV002,Limpopo,1,110,2433604.89
PF02001,CUST455614,Money Market,Conservative,Discretionary,STeFI,ZAR,2017-09-21,ADV011,Western Cape,0,35,18616078.01
PF02002,CUST379358,Conservative Income,Conservative,Endowment,ALBI,ZAR,2020-04-26,ADV012,Western Cape,1,70,36384342.59
PF02003,CUST315093,Money Market,Conservative,Living Annuity,STeFI,ZAR,2016-12-19,ADV018,Western Cape,0,35,6980000.69
PF02004,CUST186741,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2023-03-02,ADV021,Gauteng,1,120,44343324.92
PF02005,CUST378866,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2021-07-16,ADV010,Gauteng,1,120,5798360.98
PF02006,CUST190358,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2016-06-23,ADV007,Western Cape,0,100,9391523.81
PF02007,CUST464012,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2019-04-28,ADV020,Gauteng,1,120,13904913.71
PF02008,CUST104933,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2023-05-05,ADV010,Gauteng,0,105,1329150.57
PF02009,CUST216149,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2019-04-21,ADV028,Gauteng,1,95,30667135.18
PF02010,CUST315308,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2023-11-19,ADV016,Gauteng,1,120,4204954.73
PF02011,CUST123329,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2023-01-29,ADV021,Western Cape,1,110,22349409.37
PF02012,CUST427112,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2015-06-07,ADV028,KwaZulu-Natal,1,110,1805448.11
PF02013,CUST087454,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2024-10-02,ADV017,Western Cape,1,105,26396089.03
PF02014,CUST405394,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2025-07-18,ADV024,KwaZulu-Natal,1,110,12622807.36
PF02015,CUST365904,Property Focus,Moderate,Endowment,SAPY,ZAR,2018-04-07,ADV009,Western Cape,0,100,1218036.97
PF02016,CUST393122,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2015-05-05,ADV024,Mpumalanga,1,95,46288417.12
PF02017,CUST297191,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2020-02-22,ADV028,Western Cape,1,110,5412224.21
PF02018,CUST264968,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2021-08-13,ADV021,Mpumalanga,1,120,7805226.71
PF02019,CUST286822,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2017-07-27,ADV004,KwaZulu-Natal,1,35,3841958.27
PF02020,CUST151611,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2022-12-21,ADV011,KwaZulu-Natal,1,120,1780305.71
PF02021,CUST241184,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2016-05-09,ADV028,Eastern Cape,1,95,13726714.4
PF02022,CUST420361,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2016-10-14,ADV012,Limpopo,0,105,13079038.25
PF02023,CUST375684,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2019-05-28,ADV027,Eastern Cape,0,100,13490815.51
PF02024,CUST200346,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2019-09-13,ADV003,Gauteng,1,120,24491942.63
